BIL,NEGERI,NAMA SYARIKAT,ALAMAT TETAP (SURAT MENYURAT),ALAMAT TEMPAT BERNIAGA,NO.TELEFON BIMBIT / EMEL,TARIKH SIJIL PENGIKTIRAFAN BESS,TARIKH TAMAT PENGIKTIRAFAN BESS,NO. SIRI BESS
884,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","NO.33 (GROUND FLOOR), JALAN SERI MAS 1, TAMAN SERI EMAS, HULU LANGAT, 43100
HULU LANGAT, SELANGOR",6019-3329033,27/08/2025,26/08/2028,BeB0325066-0/1
885,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1
GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","NO. 24, TINGKAT BAWAH, JALAN PLUMPUM P
7/P, SEKSYEN 7, SHAH ALAM, 40000 PETALING, SELANGOR",6012-4691629,27/08/2025,26/08/2028,BeB0525055-0/1
886,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","NO 53-G, TINGKAT BAWAH, JALAN PULAU LUMUT P U10/P, ALAM BUDIMAN, SEKSYEN U10, SHAH ALAM, 40170 PETALING,
SELANGOR",6011-62204463,27/08/2025,26/08/2028,BeB0525109-0/1
887,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","27GF, JALAN PJS 11/28B, PJS 11, SUBANG JAYA, 47500 PETALING, SELANGOR",6019-3229033,27/08/2025,26/08/2028,BeB0525132-0/1
888,SELANGOR,MISS RICH EMPIRE,"DEPAN RUMAH MURAH, KAMPUNG TONGKAH MORIB, BANTING, 42700, SELANGOR","SEK. KEB. KG. ENDAH, JALAN SEKOLAH, KG ENDAH, BANTING, 42700 KUALA LANGAT,
SELANGOR",6013-6065002,27/08/2025,26/08/2028,BeB0425044-0/1
889,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","LG2-K-01, LOWER GROUND 2 FLOOR, SYOPZ MALL, SUBANG JAYA, 47500 PETALING,
SELANGOR",6011-62204463,27/08/2025,26/08/2028,BeB0525146-0/1
890,SELANGOR,THE INSIDE SCOOP SDN. BHD.,"NO. 7&9, JALAN PJU 1A/8, TAMAN PERINDUSTRIAN JAYA, PETALING JAYA, 47301
PETALING, SELANGOR","LOT KG-03, AEON MALL RAWANG, TAMAN ANGGUN, RAWANG, 48000 GOMBAK,
SELANGOR",6019-2910147,27/08/2025,26/08/2028,BeB0825055-0/1
891,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1
GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","NO 25-G, GROUND FLOOR JALAN PJS 3/46,
TAMAN SRI MANJA, PETALING JAYA, 46000 PETALING, SELANGOR",6011-12978767,27/08/2025,26/08/2028,BeB0325053-0/1
892,SELANGOR,LSN ENTERPRISE,"NO 328 JALAN PERMATANG PASIR, KAMPUNG
KATONG, BANTING, 42700 KUALA LANGAT, SELANGOR","LG 258, PEKAN CHODOI, JALAN CHODOI,
PEKAN BANDAR, BANTING, 42700 KUALA LANGAT, SELANGOR",limsokngo67@gma il.com,27/08/2025,26/08/2028,BeB1124015-0/1
893,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7 JALAN PENYAJAK U1/45A, HICOM- GLENMARIE INDUSTRIAL PARK, 40150 SHAH ALAM, SHAH ALAM, 40150 PETALING,
SELANGOR","NO. 213-G, JALAN SULTAN ABDUL SAMAD, BANTING, 42700 KUALA LANGAT, SELANGOR",6011-51120192,22/08/2025,21/08/2028,BeB0325028-0/1
894,SELANGOR,ELLISAWATIE ENTERPRISE,"NO.10 GERAI LEBUH RAYA KAWASAN REHAT DAN RAWAT, HULU BERNAM, 35900 HULU SELANGOR, SELANGOR","NO.10, GERAI LEBUH RAYA KAWASAN REHAT DAN RAWAT, HULU BERNAM ARAH SELATAN, HULUBERNAM, 35900 HULU SELANGOR,
SELANGOR",6017-4228547,22/08/2025,21/08/2028,BeB0325084-0/1
895,SELANGOR,THE COFFEE BEAN AND TEA LEAF (M) SDN BHD,"2&2A, JALAN SHAMELIN NIAGA 2, SHAMELIN HEIGHTS BUSINESS PARK, TAMAN SHAMELIN PERKASA, CHERAS, 56100 CHERAS, WILAYAH PERSEKUTUAN KUALA LUMPUR","GF-07-01, KOMPLEKS PERNIAGAAN GAMUDA, PERSIARAN FREESIA, GAMUDA KEMUNING 25.7, TELOK PANGLIMA GARANG, 42500 KUALA LANGAT, SELANGOR",ahmadaiman@coff eebean.com.my,22/08/2025,21/08/2028,BeB1024017-0/1
896,SELANGOR,TALITA RESTAURANT,"NO 12A TINGKAT 1 BLOK B, FLAT TAMAN RESTU, KAJANG, 43000 HULU LANGAT, SELANGOR","LOT NO. KL -F & B-4A, GROUND FLOOR, PLAZA METRO KAJANG, SEKSYEN 7, JALAN TUN ABDUL AZIZ, KAJANG, 43000 HULU LANGAT,
SELANGOR",6012-2466424,15/08/2025,14/08/2028,BeB0225070-0/1
897,SELANGOR,CHRISNA JENIO SDN BHD,"NO 11, JALAN 4/91A, TAMAN SHAMELIN PERKASA, KUALA LUMPUR, 56100 CHERAS, WILAYAH PERSEKUTUAN KUALA LUMPUR","LOT KF2, FIRST FLOOR, NO.1, KOMPLEKS BELI BELAH AEON RAWANG ANGGUN, PERSIARAN ANGGUN, TAMAN ANGGUN, RAWANG, 48000
GOMBAK, SELANGOR",6019-3322931,15/08/2025,14/08/2028,BeB0825033-0/1
898,SELANGOR,AFNAN MAJU ENTERPRISE,"NO 12 KAWASAN REHAT & RAWAT RAWANG
(U), LEBUHRAYA PLUS, RAWANG, 48000 GOMBAK, SELANGOR","NO 12, KAWASAN R&R RAWANG ARAH UTARA
LEBUHRAYA UTARA SELATAN, RAWANG, 48000 GOMBAK, SELANGOR",6012-2945701,15/08/2025,14/08/2028,BeB0125020-0/1
899,SELANGOR,MYNEWS RETAIL SDN. BHD.,"LOT NO.3,JALAN TEKNOLOGI 3/1, TAMAN SAINS SELANGOR 1,SEKSYEN 3, PJU 5, KOTA DAMANSARA, 47810 PETALING, SELANGOR","RWGNB - OL05, KM 440.0, LEBUHRAYA UTARA
- SELATAN, KAWASAN REHAT DAN RAWAT, RAWANG ARAH UTARA, RAWANG, 48000 GOMBAK, SELANGOR",6012-6145073,15/08/2025,14/08/2028,BeB0125025-0/2
900,SELANGOR,PAPA FRY SDN. BHD.,"NO. 7, JALAN PERINDUSTRIAN DESA AMAN 1A, INDUSTRI DESA AMAN, KEPONG, 52200 KEPONG, WILAYAH PERSEKUTUAN KUALA LUMPUR","RWGNB-13, KAWASAN REHAT DAN RAWAT RAWANG (ARAH UTARA), KM 440.0 LEBUHRAYA TANJUNG MALIM SUNGAI BULOH, RAWANG, 48000 GOMBAK, SELANGOR",6012-3561437,15/08/2025,14/08/2028,BeB0125013-0/1
901,SELANGOR,GOLDEN DONUTS SDN BHD,"GOLDEN DONUTS SDN BHD, LOT 4, LORONG ENGGANG 37, ULU KELANG INDUSTRIAL AREA, SELANGOR DARUL EHSAN, 68000 GOMBAK,
SELANGOR","LK-02A, LOWER GROUND LEVEL, EMPIRE SHOPPING GALLERY, JALAN SS 16/1, SS16, SUBANG JAYA, 47500 PETALING, SELANGOR",6012-6841045,15/08/2025,14/08/2028,BeB0524065-0/1
902,SELANGOR,MANSOR GEE ENTERPRISE,"NO.34, JALAN PELANGI 9, TAMAN PELANGI, RAWANG, 48000, SELANGOR","LOT 10, KAWASAN REHAT & RAWAT RAWANG ARAH UTARA, RAWANG, 48000 GOMBAK,
SELANGOR",6017-3360744,15/08/2025,14/08/2028,BeB1224014-0/1
903,SELANGOR,HAJRIS F&B SDN. BHD.,"6-2 JALAN DWITASIK, DATARAN DWITASIK, BANDAR SRI PERMAISURI, KUALA LUMPUR, 56000 CHERAS, WILAYAH PERSEKUTUAN
KUALA LUMPUR","10&11, JLN SUARASA 8/7, TUN HUSSEIN ONN,
43200 CHERAS, SELANGOR, CHERAS, 43200 HULU LANGAT, SELANGOR",6016-6202088,15/08/2025,14/08/2028,BeB1124001-0/1
904,SELANGOR,IMPAK POSITIF RESOURCES PLT,"D-2-11 BLOK D D'SHIRE VILLA JALAN CAMAR 4/1 PJU 5 KOTA DAMANSARA, PETALING JAYA,
47810 TIADA, SELANGOR","LOT RWGNB-OL08, KWSN R&R RAWANG ARAH UTARA, KM 440.0, LEBUHRAYA UTARA- SELATAN, RAWANG, 48000 GOMBAK,
SELANGOR",6013-6808130,15/08/2025,14/08/2028,BeB1224008-0/1
905,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","NO. 50 (GROUND FLOOR), LORONG TAPAH OFF JALAN GOH HOCK HUAT, 41050 KLANG,
SELANGOR",6019-3229033,13/08/2025,12/08/2028,BeB0525159-0/1
906,SELANGOR,PUSAT MEMPROSES MAKANAN FAMA (PMMF) PUCHONG JAYA,"NO.18 JALAN SERINDIT 2, KAWASAN PERINDUSTRIAN PUCHONG JAYA, PUCHONG, 47100 PETALING, SELANGOR","LOBI UTAMA 2, PERSIARAN MULTIMEDIA, 63000 CYBERJAYA, SELANGOR., CYBERJAYA,
63000 SEPANG, SELANGOR",6017-6547529,13/08/2025,12/08/2028,BeB0825003-0/1
907,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7 JALAN PENYAJAK U1/45A, HICOM- GLENMARIE INDUSTRIAL PARK, 40150 SHAH ALAM, SHAH ALAM, 40150 PETALING,
SELANGOR","LOT NO L1-204, FIRST FLOOR, IOI CITY MALL 2, LEBUH IRC, IOI RESORT CITY, 62502 SEPANG, SELANGOR",6011-51120192,13/08/2025,12/08/2028,BeW0325052-0/1
908,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7 JALAN PENYAJAK U1/45A, HICOM- GLENMARIE INDUSTRIAL PARK, 40150 SHAH ALAM, SHAH ALAM, 40150 PETALING,
SELANGOR","NO. G-17B, TINGKAT BAWAH, SB MALL, NO. 2, BANDAR BARU SUNGAI BULOH, SEKSYEN U20, SHAH ALAM, 40160 PETALING, SELANGOR",6011-62204463,13/08/2025,12/08/2028,BeB0325025-0/1
909,SELANGOR,DAMANSARA INDAH SDN BHD,"EASTIN HOTEL KUALA LUMPUR, NO.13, JALAN 16/11 PUSAT DAGANG SEKSYEN 16, PETALING JAYA, 46350 PETALING, SELANGOR","EASTIN HOTEL KUALA LUMPUR, NO.13, JALAN 16/11 PUSAT DAGANG SEKSYEN 16, PETALING JAYA, 46350 PETALING, SELANGOR",6016-2622193,13/08/2025,12/08/2028,BeB0625035-0/1
910,SELANGOR,RESORT VILLA DEVELOPMENT BERHAD,"PUTRAJAYA MARRIOTT HOTEL, IOI RESORT CITY, SEPANG, 62502 SEPANG, SELANGOR","PUTRAJAYA MARRIOTT HOTEL, IOI RESORT CITY, SEPANG UTARA, 62502 SEPANG,
SELANGOR",6019-3910034,13/08/2025,12/08/2028,BeB0825013-0/1
911,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","NO L1-120, TINGKAT 1, SETIA CITY MALL, NO. 7, PERSIARAN SETIA DAGANG, SETIA ALAM, SEKSYEN U13, SHAH ALAM, 40170 PETALING,
SELANGOR",6011-62204463,13/08/2025,12/08/2028,BeB0325023-0/1
912,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1
GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","NO. 228 (GROUND FLOOR), JALAN BESAR
KU/13, PEKAN KAPAR, KAPAR, 42200 KLANG, SELANGOR",6017-7928062,13/08/2025,12/08/2028,BeB0525105-0/1
913,SELANGOR,DAMANSARA INDAH SDN BHD,"EASTIN HOTEL KUALA LUMPUR, NO.13, JALAN 16/11 PUSAT DAGANG SEKSYEN 16, PETALING JAYA, 46350 PETALING, SELANGOR","EASTIN HOTEL KUALA LUMPUR, NO.13, JALAN 16/11 PUSAT DAGANG SEKSYEN 16, PETALING JAYA, 46350 PETALING, SELANGOR",6016-2622193,13/08/2025,12/08/2028,BeB0625036-0/1
914,SELANGOR,RESORT VILLA DEVELOPMENT BERHAD,"PUTRAJAYA MARRIOTT HOTEL, IOI RESORT CITY, SEPANG, 62502 SEPANG, SELANGOR","PUTRAJAYA MARRIOTT HOTEL, IOI RESORT CITY, SEPANG UTARA, 62502 SEPANG,
SELANGOR",6019-3910034,13/08/2025,12/08/2028,BeB0625029-0/1
915,SELANGOR,DAMANSARA INDAH SDN BHD,"EASTIN HOTEL KUALA LUMPUR, NO.13, JALAN 16/11 PUSAT DAGANG SEKSYEN 16, PETALING JAYA, 46350 PETALING, SELANGOR","EASTIN HOTEL KUALA LUMPUR, NO.13, JALAN 16/11 PUSAT DAGANG SEKSYEN 16, PETALING JAYA, 46350 PETALING, SELANGOR",6016-2622193,13/08/2025,12/08/2028,BeB0625037-0/1
916,SELANGOR,DAMANSARA INDAH SDN BHD,"EASTIN HOTEL KUALA LUMPUR, NO.13, JALAN 16/11 PUSAT DAGANG SEKSYEN 16, PETALING JAYA, 46350 PETALING, SELANGOR","EASTIN HOTEL KUALA LUMPUR, NO.13, JALAN 16/11 PUSAT DAGANG SEKSYEN 16, PETALING JAYA, 46350 PETALING, SELANGOR",6016-2622193,13/08/2025,12/08/2028,BeB0625038-0/1
917,SELANGOR,FIRST STONE EMPIRE,"NO. 18-G JALAN BRP 1/6, BUKIT RAHMAN
PUTRA, SUNGAI BULOH, 40160 PETALING, SELANGOR","NO 18-G TINGAT BAWAH, JALAN BRP 1/6,
BUKIT RAHMAN PUTRA, SEKSYEN U20, SHAH ALAM, 40160 PETALING, SELANGOR",6016-2310389,13/08/2025,12/08/2028,BeB0325113-0/1
918,SELANGOR,MGCA CAFE MY SDN. BHD.,"PLAZA VADS, L9-01-A, NO. 1, JALAN TUN MOHD FUAD, TAMAN TUN DR. ISMAIL, 60000, KUALA LUMPUR, TAMAN TUN DR ISMAIL, 60000 CHERAS, WILAYAH PERSEKUTUAN
KUALA LUMPUR","LOT LG-83, LOWER GROUND FLOOR, IOI CITY MALL LEBUH IRC, IOI RESORT CITY, 62502 PUTRAJAYA, PUTRAJAYA, 62502 SEPANG, SELANGOR",6016-3056654,13/08/2025,12/08/2028,BeB1224031-0/1
919,SELANGOR,THV MANAGEMENT SERVICES SDN BHD,"NO 5 JLN BUNGA CHEMPAKA 2/11 40000 SHAH ALAM SELANGOR, SHAH ALAM, 40000
PETALING, SELANGOR","KOMPLEKS TH SEPANG JALAN MASJID KLIA SEPANG, SEPANG, 64000 SEPANG, SELANGOR",6011-16537897,11/08/2025,10/08/2028,BeB0525025-0/1
920,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1
GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","LOT NO. 88 (GROUND FLOOR), LEBUH TURI, TAMAN CHI LIUNG, 41200 KLANG, SELANGOR",6017-7928062,11/08/2025,10/08/2028,BeB0525107-0/1
921,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","NO.26-G, LORONG BATU NILAM 3A, BANDAR BUKIT TINGGI, 41200 KLANG, SELANGOR",6017-7928062,11/08/2025,10/08/2028,BeB0525099-0/1
922,SELANGOR,WK CATERING SERVICE & FOOD TRADING,"NIDOZ RESIDENCES, C40-09, NO.22A, JLN 2/125, DESA PETALING, 57100 LEMBAH PANTAI, WILAYAH PERSEKUTUAN KUALA
LUMPUR","BATU 8, JALAN PUCHONG, TAMAN BUKIT KUCHAI, PUCHONG, 47190 PETALING, SELANGOR",6016-6211185,11/08/2025,10/08/2028,BeB0525114-0/1
923,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","55 (GROUND FLOOR), LORONG BATU NILAM
21B, BANDAR BUKIT TINGGI 2, 41200 KLANG, SELANGOR",6012-4691629,11/08/2025,10/08/2028,BeB0525039-0/1
924,SELANGOR,TMOR PLACE,"NO. 617, JALAN 5, TAMAN AMPANG UTAMA, 68000 HULU LANGAT, SELANGOR","NO 617, JALAN 5, TAMAN AMPANG UTAMA, AMPANG, 68000 HULU LANGAT, SELANGOR",6012-3476147,11/08/2025,10/08/2028,BeB0625017-0/1
925,SELANGOR,"SUBANG JAYA HOTEL DEVELOPMENT SDN
BHD","JALAN SS12/1, SUBANG JAYA, 47500, SELANGOR","GRAND DORSETT SUBANG HOTEL (RESTURANT), JALAN SS12/1, SUBANG JAYA,
47500 PETALING, SELANGOR",wan.yazudean@do rsetthotels.com,11/08/2025,10/08/2028,BeB0625073-0/1
926,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","LG CAFETERIA, CYBERVIEW 23A, PERSIARAN APEC, CYBERJAYA, 63000 SEPANG, SELANGOR",6011-62204463,11/08/2025,10/08/2028,BeB0325064-0/1
927,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1
GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","A--G--09 SAVANNA LIFESTYLE RETAIL, JALAN
SOUTHVILLE 2, SOUTHVILLE CITY, DENGKIL, 43800 SEPANG, SELANGOR",6017-7928062,11/08/2025,10/08/2028,BeB0325062-0/1
928,SELANGOR,"SUBANG JAYA HOTEL
DEVELOPMENT SDN BHD","JALAN SS12/1, SUBANG JAYA, 47500, SELANGOR","GRAND DORSETT SUBANG HOTEL
(RESTURANT), JALAN SS12/1, SUBANG JAYA, 47500 PETALING, SELANGOR",wan.yazudean@do rsetthotels.com,11/08/2025,10/08/2028,BeB0625072-0/1
929,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","A-GF-11, BLOCK A, CONNECTION COMMERCIAL, PERSIARAN IRC 3, IOI RESORT
CITY, 62502 SEPANG, SELANGOR",6011-62204463,11/08/2025,10/08/2028,BeW0325050-0/1
930,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","G-15, GROUND FLOOR, BASEMENT FLOOR METRO POINT COMPLEX, JALAN JELOK 8,
KAJANG, 43000 HULU LANGAT, SELANGOR",6011-62204463,11/08/2025,10/08/2028,BeB0525124-0/1
931,SELANGOR,ZUS GMT SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","1-17-1, NO. 14, PERSIARAN ANGGERIK VANILLA, SEKSYEN 31, KOTA KEMUNING, SHAH
ALAM, 40460 KLANG, SELANGOR",6011-12978767,11/08/2025,10/08/2028,BeB0525040-0/1
932,SELANGOR,THR VENTURE SDN BHD,"UNIT 4-8 MELATI IMPIAN APARTMENT, NO.3 JALAN 5/22A TAMAN MELATI, KUALA LUMPUR, 53100 TITIWANGSA, WILAYAH
PERSEKUTUAN KUALA LUMPUR","FR-02-01, TAMARIND SQUARE, PERSIARAN MULTIMEDIA, CYBERJAYA, 63000 SEPANG, SELANGOR",6019-3551229,11/08/2025,10/08/2028,BeB0425036-0/1
933,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1
GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","N0. 8-1-2, TINGKAT BAWAH, JALAN SETIA
PRIMA P U13/P, SETIA ALAM, SEKSYEN U13, SHAH ALAM, 40170 PETALING, SELANGOR",6011-12978767,11/08/2025,10/08/2028,BeB0525091-0/1
934,SELANGOR,THV MANAGEMENT SERVICES SDN BHD,"NO 5 JLN BUNGA CHEMPAKA 2/11 40000
SHAH ALAM SELANGOR, SHAH ALAM, 40000 PETALING, SELANGOR","KOMPLEKS TH SEPANG JALAN MASJID KLIA SEPANG, SEPANG, 64000 SEPANG, SELANGOR",6011-16537897,11/08/2025,10/08/2028,BeB0625039-0/1
935,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","STESEN MINYAK SHELL AUTOVILLE, PERSIARAN MUTILMEDIA, CYBER 10, CYBERJAYA, 63000
SEPANG, SELANGOR",6011-12978767,11/08/2025,10/08/2028,BeB0325043-0/1
936,SELANGOR,"SUBANG JAYA HOTEL
DEVELOPMENT SDN BHD","JALAN SS12/1, SUBANG JAYA, 47500, SELANGOR","TERAZZA BRASSERIE DORSETT GRAND
SUBANG, JALAN SS 12/1, SUBANG JAYA, 47500 PETALING, SELANGOR",wan.yazudean@do rsetthotels.com,11/08/2025,10/08/2028,BeB0525044-0/1
937,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1
GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","LOT NO. G14 GROUND FLOOR, LOTUS'S KLANG, 41200 KLANG, SELANGOR",6011-12978767,11/08/2025,10/08/2028,BeB0725068-0/1
938,SELANGOR,"SUBANG JAYA HOTEL
DEVELOPMENT SDN BHD","JALAN SS12/1, SUBANG JAYA, 47500, SELANGOR","GRAND DORSETT SUBANG HOTEL
(RESTURANT), JALAN SS12/1, SUBANG JAYA, 47500 PETALING, SELANGOR",wan.yazudean@do rsetthotels.com,11/08/2025,10/08/2028,BeB0625074-0/1
939,SELANGOR,IOI BUSINESS HOTEL SDN BHD,"1201, TOWER 3, PUCHONG FINANCIAL CORPORATE CENTRE, JALAN PUTERI 1/2, BANDAR PUTERI, PUCHONG, 47100 PETALING, SELANGOR","FOUR POINTS BY SHERATON PUCHONG, 1201, TOWER 3, PUCHONG FINANCIAL CORPORATE CENTRE, JALAN PUTERI 1/2, BANDAR PUTERI, PUCHONG, 47100 PETALING, SELANGOR",6012-2246311,11/08/2025,10/08/2028,BeB0625070-0/1
940,SELANGOR,SUN FOOD PARADISE,"34, JALAN BPP 1/2, PUSAT BANDAR PUTRA PERMAI, SERI KEMBANGAN, 43300 PETALING, SELANGOR","FOOD STEP, AEON CHERAS SELATAN, DC02, SIZZLING COUNTER, GROUND FLOOR, LEBUH TUN HUSSIEN ONN,CHERAS, BALAKONG, 43200 HULU LANGAT, SELANGOR",6012-2901877,11/08/2025,10/08/2028,BeB0924038-0/1
941,SELANGOR,MAK TEH CATERING AND SERVICES,"13 TAMAN SAHABAT, JALAN REKO, KAJANG,
43000 HULU LANGAT, SELANGOR","KOLEJ VOKASIONAL KAJANG, JALAN SEMENYIH, KAJANG, 43000 HULU LANGAT,
SELANGOR",6018-2614842,28/07/2025,27/07/2028,BeB0725043-0/1
942,SELANGOR,"KOFR SERVICES SDN
BHD","7G, JALAN SERI PUTRA 1/5A, BANDAR SERI
PUTRA, 43000 HULU LANGAT, SELANGOR","7G, JALAN SERI PUTRA 1/5A, BANDAR SERI
PUTRA, 43000 HULU LANGAT, SELANGOR",6012-8851328,28/07/2025,27/07/2028,BeB0525029-0/1
943,SELANGOR,KEDAI MAKAN POK NIK,"SVG 1,JALAN CINTA KASIH, COUNTRY HEIGHTS, KAJANG, 43000 HULU LANGAT, SELANGOR","JALAN RAMAL 2, TAMAN RAMAL INDAH, KAJANG, 43000 HULU LANGAT, SELANGOR",6012-5015194,28/07/2025,27/07/2028,BeB0525013-0/1
944,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1
GLENMARIE, SHAH ALAM, 40150 PETALING, SELANGOR","NO. 27G, JALAN DINAR E U3/E, SEKSYEN U3, SHAH ALAM, 40150 PETALING, SELANGOR",6013-6573500,25/07/2025,24/07/2028,BeB0325016-0/1
945,SELANGOR,ALONG CAFE CORNER,"B 203, P/PURI JALAN MAHOGANI 1-3, BANDAR BARU SRI DAMANSARA, KUALA LUMPUR, 52100, WILAYAH PERSEKUTUAN KUALA
LUMPUR","KAWASAN R&R DENGKIL, NO.5, KM23, LEBUHRAYA UTARA SELATAN, HUBUNGAN TENGAH DENGKIL, DENGKIL, 43800 KUALA
LANGAT, SELANGOR",6012-3016807,25/07/2025,24/07/2028,BeB0322003-1/1
946,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","NO 5, TINGKAT BAWAH, JALAN ESERINA AA U16/AA, ELMINA EAST, SEKSYEN U16, SHAH
ALAM, 40160 PETALING, SELANGOR",6012-4691629,25/07/2025,24/07/2028,BeB0525081-0/1
947,SELANGOR,ZUSPRESSO (M) SDN BHD,"NO. 7, JALAN PENYAJAK U1/45A, SEKSYEN U1 GLENMARIE, SHAH ALAM, 40150 PETALING,
SELANGOR","LOT:195, JALAN MERU BATU 6 1/2, PEKAN MERU, 41050 KLANG, SELANGOR",6011-12978767,25/07/2025,24/07/2028,BeB0525087-0/1
948,SELANGOR,SERI JASMINECORNER,"NO 70 ABADI JALAN 1/19 ABADI HEIGHTS, PUCHONG, 47120 KUALA LANGAT, SELANGOR","NO.13, KAWASAN REHAT DAN RAWAT, PLUS UTARA SELATAN DENGKIL, BANTING, 42700
KUALA LANGAT, SELANGOR",6016-2034612,25/07/2025,24/07/2028,BeB0225080-0/1
949,SELANGOR,CITY CENTREPOINT SDN BHD,"LEVEL 31, MERCU MAYBANK, I-CITY FINANCE
AVENUE, SHAH ALAM, 40000 PETALING, SELANGOR","I-CITY FINANCE AVENUE, SHAH ALAM, 40000 PETALING, SELANGOR",6011-24088944,25/07/2025,24/07/2028,BeB0525153-0/1
950,SELANGOR,HJ CHIEF FOOD SERVICES,"22-1 JALAN KESUMA, 3/2 BANDAR TASIK KESUMA, BERANANG SELANGOR, BERANANG, 43700 HULU LANGAT, SELANGOR","22-1 JALAN KESUMA, 3/2 BANDAR TASIK KESUMA, SEMENYIH, 43700 HULU LANGAT, SELANGOR",6017-6624877,25/07/2025,24/07/2028,BeB0425008-0/1
951,SELANGOR,CITY CENTREPOINT SDN BHD,"LEVEL 31, MERCU MAYBANK, I-CITY FINANCE AVENUE, SHAH ALAM, 40000 PETALING,
SELANGOR","I-CITY FINANCE AVENUE, SHAH ALAM, 40000 PETALING, SELANGOR",6011-24088944,25/07/2025,24/07/2028,BeB0525150-0/1
